"","shapeID","adm_pop"
"1","10022922B10293113814705",56456.9203453348
"2","10022922B10629043557873",81524.0605430336
"3","10022922B11040894453097",74822.546654554
"4","10022922B11101019287712",8924.25631758229
"5","10022922B11162683268422",133007.632905217
"6","10022922B12403701465046",104018.667476043
"7","10022922B1306198900476",79673.8507514713
"8","10022922B13687813160362",208708.3864382
"9","10022922B13687974105922",123862.389930058
"10","10022922B15279482214677",132673.74773377
"11","10022922B15285270155057",156347.947766814
"12","10022922B16213196407560",104372.641326794
"13","10022922B21478747844721",43148.5820941353
"14","10022922B21608854890468",37605.1535820024
"15","10022922B22775533170221",63754.5225094287
"16","10022922B23434626058692",181387.54353894
"17","10022922B23923498940873",39019.6508260456
"18","10022922B25342620887316",8263.20376371379
"19","10022922B2580716977723",31415.5400488109
"20","10022922B27026898293410",8674.75870070561
"21","10022922B29824664852903",38394.1566104834
"22","10022922B29889196912325",83264.205184762
"23","10022922B29911348985828",108676.996075128
"24","10022922B30377745880071",9076.1325038748
"25","10022922B31178585124685",107137.790703939
"26","10022922B31790128040616",91176.9848807448
"27","10022922B32579750162608",88411.4693610384
"28","10022922B32937301443957",16196.2876026836
"29","10022922B3330352702203",61245.0547445928
"30","10022922B34339999190032",26036.6621582919
"31","10022922B34392392155891",173569.608763505
"32","10022922B36331574429859",14333.8201358543
"33","10022922B36895306051586",132184.160172366
"34","10022922B38771191417556",37173.4446998326
"35","10022922B38821373259374",9353.16339229857
"36","10022922B39439372576611",254560.255642669
"37","10022922B39697778193382",25174.948262118
"38","10022922B40357207342555",100722.499878995
"39","10022922B40533998311047",13665.6463746072
"40","10022922B42807663031303",162627.589964537
"41","10022922B42847936410668",16426.4804880878
"42","10022922B47245353926014",93051.5305856203
"43","10022922B48021466276127",7654.23229731869
"44","10022922B49716742274905",33495.720513165
"45","10022922B50417492685621",14997.2156328645
"46","10022922B50774823120221",124472.502800707
"47","10022922B51504984909978",60907.228011219
"48","10022922B52512193010711",130048.887736548
"49","10022922B52521872200932",61614.151272857
"50","10022922B52736847594449",158501.318076686
"51","10022922B53755400100934",22511.8196976545
"52","10022922B54073545298219",102031.006631013
"53","10022922B54557741887580",60055.7478681416
"54","10022922B54995100782210",40291.4266406412
"55","10022922B55197674782137",48307.4176231088
"56","10022922B55539380638871",195912.201152065
"57","10022922B56031688474611",67313.1470160125
"58","10022922B56427545477040",64529.0348422322
"59","10022922B56468572037030",53841.5018854844
"60","10022922B57896428715958",14839.1257326158
"61","10022922B59098628147577",7251.77042742776
"62","10022922B59270450060951",24370.6728921831
"63","10022922B59328070281510",100375.372918976
"64","10022922B59412081262724",80417.2226120516
"65","10022922B6018255004858",63979.5270692045
"66","10022922B60996293868186",34796.0037605895
"67","10022922B61088153240222",95758.8989681929
"68","10022922B61824869015313",58377.4674460393
"69","10022922B63046975451138",41782.3917489679
"70","10022922B63491232053463",99994.9876010094
"71","10022922B63714971659336",20508.4583156703
"72","10022922B64856352127888",38317.1488214695
"73","10022922B65379850816186",322262.695250833
"74","10022922B6580820782603",54257.9238662416
"75","10022922B66036521727834",12719.3776821705
"76","10022922B67140219559440",27073.0315997706
"77","10022922B69082959012584",267326.914373688
"78","10022922B69129581267436",97737.732457123
"79","10022922B70120442307447",27769.4495200246
"80","10022922B70385192089273",22911.8666867536
"81","10022922B7074189327891",32418.5046876455
"82","10022922B70813515121555",102044.823080096
"83","10022922B71585303896889",112801.413342319
"84","10022922B72475763343132",9331.08553502149
"85","10022922B72540367204165",80134.1051411115
"86","10022922B72547257848133",62099.1550677606
"87","10022922B7387017022835",62653.4492056753
"88","10022922B74242760889111",83489.9090639645
"89","10022922B74688195218658",123473.990479959
"90","10022922B7475622417535",196475.929282037
"91","10022922B75046296685916",84094.8775892228
"92","10022922B75767771564463",156286.832489706
"93","10022922B77517626674469",20688.0533282774
"94","10022922B77596397547877",62347.0228517571
"95","10022922B78580830473532",147256.528997214
"96","10022922B79548799707119",110460.270280751
"97","10022922B79563685419763",126465.644778841
"98","10022922B80147144228565",175038.866938097
"99","10022922B80317071360034",123521.316874272
"100","10022922B81120329184352",43660.6742759536
"101","10022922B82658288648411",153079.884194948
"102","10022922B82805843876956",75231.8089701136
"103","10022922B83460232588272",10840.0167647586
"104","10022922B83786714905046",21508.4017328265
"105","10022922B85658862424992",134837.36700088
"106","10022922B85703559853082",57693.5068020567
"107","10022922B86038713071830",42855.71982741
"108","10022922B90393204210047",162795.299016651
"109","10022922B91378939255033",12621.8288079835
"110","10022922B91714644312966",37478.8248135263
"111","10022922B92224420422748",167173.693616994
"112","10022922B93003724204974",12114.4453758886
"113","10022922B9355726550011",110745.99444083
"114","10022922B95964642483948",22864.2979966769
"115","10022922B96360954496738",61950.6505094712
"116","10022922B97289291498871",61078.6005755378
"117","10022922B97539486376385",23922.1398760752
"118","10022922B99194691228489",206370.546164695
"119","10022922B99940912082943",363778.068566841
"120","1004716B10607629664625",24565.7225591196
"121","1004716B11181519901589",7539.51833151613
"122","1004716B11227441241972",18816.8087490526
"123","1004716B11599288881671",25643.7831482569
"124","1004716B12303009438356",3983.77821687196
"125","1004716B12807180863257",16975.7241109545
"126","1004716B1417571394105",5417.78779493612
"127","1004716B14428044867923",22233.3282262914
"128","1004716B15521754331329",4401.02298672558
"129","1004716B16530197596894",3931.80561278558
"130","1004716B16591560773004",4923.91169475956
"131","1004716B1679190464603",26857.9915977833
"132","1004716B16799049593642",15787.4227315906
"133","1004716B16882878682213",4173.94415332058
"134","1004716B1718799712093",153372.688547524
"135","1004716B17287296574924",90496.1992456986
"136","1004716B17437818815297",11339.4342378973
"137","1004716B17858625010552",24701.4927269123
"138","1004716B17988472214620",63195.3306767132
"139","1004716B18195388081086",27130.6517512345
"140","1004716B18709487370241",23816.5321167258
"141","1004716B19592453866011",16619.8328758923
"142","1004716B19677193971793",20238.494517931
"143","1004716B19683418565174",21705.2400899715
"144","1004716B20631449886015",3613.65786874591
"145","1004716B21057014722177",11571.0199321206
"146","1004716B21364220712902",11117.9255496746
"147","1004716B22222561531816",57881.6729765021
"148","1004716B22267380414447",5523.08334192055
"149","1004716B22626072900706",6949.41762297422
"150","1004716B23047176162304",28901.304429595
"151","1004716B23096552390048",37063.2489701896
"152","1004716B23703372823656",33900.4633308972
"153","1004716B24558715702224",15868.9528596799
"154","1004716B25333240453308",10327.0888285768
"155","1004716B26067385365497",7600.347472929
"156","1004716B26434721219648",9802.7398773096
"157","1004716B26688105291153",610769.758762955
"158","1004716B27179977513508",44456.0555078192
"159","1004716B28990306524244",6710.77015501919
"160","1004716B29253428055821",2283.43258700575
"161","1004716B29920218162683",79125.9612866401
"162","1004716B30473237121748",3503.71944188124
"163","1004716B33046783888381",12618.7551924079
"164","1004716B34168523861786",10097.9204470011
"165","1004716B35056962517282",10707.6233833737
"166","1004716B35525100883051",111674.075151985
"167","1004716B35768967856860",12069.8328852982
"168","1004716B37317224519748",11464.1420982892
"169","1004716B37829191350570",5985.57288598597
"170","1004716B39887866574539",5774.67368957299
"171","1004716B40400689855",6583.5040773567
"172","1004716B4105996695407",39925.5630599324
"173","1004716B41798350281797",10290.1393342798
"174","1004716B42405349993002",12658.418908058
"175","1004716B43521323619670",22139.9913728331
"176","1004716B46304212562790",23374.4276002211
"177","1004716B47361215908739",34992.5742486899
"178","1004716B47448903667956",3859.22794881062
"179","1004716B48190811236888",14322.8496577254
"180","1004716B48551329276028",22173.4574296907
"181","1004716B4922305453104",26592.2707281044
"182","1004716B49624081386383",3730.87996817359
"183","1004716B49873570075163",13320.5958523296
"184","1004716B50756255282964",13513.2660016439
"185","1004716B51172102735517",30279.5019992843
"186","1004716B51733006416876",8479.92387815398
"187","1004716B52316346620660",5822.01005506445
"188","1004716B53376574374139",20903.619696285
"189","1004716B53566331639399",16343.0256905336
"190","1004716B54841034408415",2685.89099678836
"191","1004716B54884295225875",10342.9053716459
"192","1004716B5502390866832",8851.9842385858
"193","1004716B55226501636546",33416.9630885561
"194","1004716B55266427441133",3532.81079567029
"195","1004716B564283861806",16656.3898580131
"196","1004716B56620131792900",10538.8707197531
"197","1004716B56693766830513",79406.6294705212
"198","1004716B57977166518542",2539.84191774577
"199","1004716B58524180713592",33936.2324152829
"200","1004716B59268644799254",2906.51704058826
"201","1004716B59561858101925",17808.9468605985
"202","1004716B60174828263076",8089.68056849015
"203","1004716B602657400093",4676.09774519844
"204","1004716B6041488955142",10192.7575671895
"205","1004716B60763452238766",5887.83540583545
"206","1004716B60915682205878",21269.1481052238
"207","1004716B62391534805354",41627.6691805483
"208","1004716B63419948183184",6086.78168023551
"209","1004716B63442021771404",9170.34184243218
"210","1004716B63753467336397",4189.64424373765
"211","1004716B64543090123083",42280.9713239969
"212","1004716B64961378058069",3711.46271489221
"213","1004716B65616251671533",34619.8673300131
"214","1004716B65848317869673",6423.99016758414
"215","1004716B6585640653247",13304.7683433943
"216","1004716B66852028113386",9134.16202091193
"217","1004716B68120786846316",8998.62086074562
"218","1004716B69016547634198",7061.69799575695
"219","1004716B69176908795082",7906.41254926297
"220","1004716B69755692958912",10322.4526775188
"221","1004716B70540306001551",19631.7295348036
"222","1004716B73222329493387",29946.7990663582
"223","1004716B73686140386130",30361.3075903723
"224","1004716B75081845328431",6634.34702235164
"225","1004716B75188103364632",39577.6939831081
"226","1004716B7540318748953",9819.45025723404
"227","1004716B75632555635080",12649.6072321963
"228","1004716B76104537759398",4097.6523853292
"229","1004716B76428699695737",14157.9171396596
"230","1004716B76497649402022",19261.170068529
"231","1004716B76724333569498",11336.7728914589
"232","1004716B77108235985469",16687.7088201092
"233","1004716B77754664653503",6083.90309735864
"234","1004716B78226136853843",20008.2926279108
"235","1004716B78896367907515",514.162833749929
"236","1004716B80343158927889",12467.139052269
"237","1004716B80493320334712",14944.9783261111
"238","1004716B80689384064512",8215.92233434791
"239","1004716B8103194672097",21217.8461895173
"240","1004716B81198571450943",23157.2940494111
"241","1004716B81885573908031",17936.5779633174
"242","1004716B82314405656204",19781.7605693517
"243","1004716B82609428709208",7274.50425220579
"244","1004716B82788315427731",21372.839378206
"245","1004716B82888371591371",98223.2998077075
"246","1004716B83781631297987",9305.92490167348
"247","1004716B83973751010428",4659.23477210805
"248","1004716B84581275019273",3189.19767848025
"249","1004716B8461244820231",8909.40930213099
"250","1004716B85361767626359",14513.3859720546
"251","1004716B85519023744244",28545.6850890358
"252","1004716B86091214063878",34837.7806385208
"253","1004716B87721253987704",83762.764952293
"254","1004716B87872179311194",31241.9697176237
"255","1004716B88146525793378",21869.6147148156
"256","1004716B88465626823892",30000.7672751989
"257","1004716B88505834595932",16863.0698416677
"258","1004716B9004620436868",4882.35985609023
"259","1004716B90224311807252",13830.5663244947
"260","1004716B91399694285767",7823.90987429543
"261","1004716B91452686673321",6701.7601946016
"262","1004716B91684514747907",20410.1178291369
"263","1004716B94651334024859",3034.24863273278
"264","1004716B95201351767223",21317.5445777425
"265","1004716B95352510191818",8935.66621246408
"266","1004716B96121368204860",20953.8112840573
"267","1004716B97490188129445",7435.29224763807
"268","1004716B97835043719515",16446.2730744256
"269","1004716B98313064972178",17552.9801507458
"270","1004716B9870414897994",5474.75796682984
"271","1004716B99280439905911",26695.6825959717
"272","1004716B99865262372177",22297.547385766
"273","10190150B13703090222147",86787.1055907103
"274","10190150B14310189929045",5.45224791136053
"275","10190150B14895102239013",5577.91936616074
"276","10190150B1660542161476",19762.5808675481
"277","10190150B19279847457631",353095.806970656
"278","10190150B20893258254384",59036.8226299808
"279","10190150B21853413573592",62041.2482019577
"280","10190150B22032040795574",45899.7151779135
"281","10190150B2260035962137",78015.0293054593
"282","10190150B25855408224134",14071.456983478
"283","10190150B29958547271775",45677.5709732857
"284","10190150B31923585689840",473864.351343796
"285","10190150B33098588070062",36822.5532159362
"286","10190150B33787597924926",31742.8285260626
"287","10190150B40000077655635",55322.4176144663
"288","10190150B42989304972975",20711.9502783791
"289","10190150B43473123823457",29760.54153173
"290","10190150B43921321162948",61236.2971741187
"291","10190150B47051626377462",17450.8448454296
"292","10190150B47066979897930",59425.4142072316
"293","10190150B49022220136906",91016.0972648428
"294","10190150B49648436133803",29567.2866935513
"295","10190150B50164786179090",23577.1827421655
"296","10190150B50405020357004",37646.8052500526
"297","10190150B53844356403959",77002.5786285679
"298","10190150B55240389541589",170239.321610918
"299","10190150B5540422332593",51008.2936657888
"300","10190150B57236240934442",161937.081011951
"301","10190150B64529450546528",33437.2553349221
"302","10190150B68029188897987",517.234417077319
"303","10190150B71181095534415",59425.9638528498
"304","10190150B73073283057167",104315.629356185
"305","10190150B73322470423680",57404.6963434835
"306","10190150B74382957458545",986.518325228221
"307","10190150B75003432350729",49993.9544529122
