"","shapeID","adm_pop"
"1","10022922B10293113814705",131224.716505115
"2","10022922B10629043557873",118575.016759242
"3","10022922B11040894453097",135790.693084283
"4","10022922B11101019287712",26707.8922023522
"5","10022922B11162683268422",166301.86277475
"6","10022922B12403701465046",194129.503850772
"7","10022922B1306198900476",149085.858835193
"8","10022922B13687813160362",248120.794176167
"9","10022922B13687974105922",223568.188141173
"10","10022922B15279482214677",207120.051237501
"11","10022922B15285270155057",248129.489604691
"12","10022922B16213196407560",184263.214615639
"13","10022922B21478747844721",58214.5390109991
"14","10022922B21608854890468",82564.8650349373
"15","10022922B22775533170221",122121.616410447
"16","10022922B23434626058692",209234.575085537
"17","10022922B23923498940873",89453.9664817033
"18","10022922B25342620887316",15940.1980152355
"19","10022922B2580716977723",82820.9300387412
"20","10022922B27026898293410",21482.5139981465
"21","10022922B29824664852903",107603.434793866
"22","10022922B29889196912325",105129.707566667
"23","10022922B29911348985828",225756.422262566
"24","10022922B30377745880071",29247.4054780677
"25","10022922B31178585124685",141597.698419018
"26","10022922B31790128040616",157433.985667363
"27","10022922B32579750162608",174609.136661922
"28","10022922B32937301443957",27824.2669331505
"29","10022922B3330352702203",181299.782571471
"30","10022922B34339999190032",52817.899704162
"31","10022922B34392392155891",207443.890583365
"32","10022922B36331574429859",21945.5931201566
"33","10022922B36895306051586",258398.922507889
"34","10022922B38771191417556",47044.914080101
"35","10022922B38821373259374",17295.9586255939
"36","10022922B39439372576611",329753.070803413
"37","10022922B39697778193382",42136.3979321295
"38","10022922B40357207342555",160697.907936705
"39","10022922B40533998311047",49397.0493026388
"40","10022922B42807663031303",218831.91863109
"41","10022922B42847936410668",34570.9194966761
"42","10022922B47245353926014",106738.247043775
"43","10022922B48021466276127",26769.2006397085
"44","10022922B49716742274905",68702.5234777458
"45","10022922B50417492685621",52574.294771081
"46","10022922B50774823120221",201576.043882487
"47","10022922B51504984909978",104761.96202448
"48","10022922B52512193010711",247798.706467094
"49","10022922B52521872200932",144691.448818765
"50","10022922B52736847594449",370284.352357707
"51","10022922B53755400100934",54934.9392531354
"52","10022922B54073545298219",154402.012996735
"53","10022922B54557741887580",111292.655135139
"54","10022922B54995100782210",86465.9039627136
"55","10022922B55197674782137",111774.200728144
"56","10022922B55539380638871",326536.495919197
"57","10022922B56031688474611",91345.3921532862
"58","10022922B56427545477040",110269.331795952
"59","10022922B56468572037030",106272.402172562
"60","10022922B57896428715958",42481.1317275499
"61","10022922B59098628147577",21146.7972646451
"62","10022922B59270450060951",43328.6976726707
"63","10022922B59328070281510",146642.06990399
"64","10022922B59412081262724",141858.246679127
"65","10022922B6018255004858",144484.718891471
"66","10022922B60996293868186",82160.7700505914
"67","10022922B61088153240222",166388.295187961
"68","10022922B61824869015313",105003.677749923
"69","10022922B63046975451138",54307.3745297265
"70","10022922B63491232053463",173908.701872432
"71","10022922B63714971659336",58740.5779309457
"72","10022922B64856352127888",78243.9478953359
"73","10022922B65379850816186",454327.794400408
"74","10022922B6580820782603",128697.714751157
"75","10022922B66036521727834",35737.6142782603
"76","10022922B67140219559440",49706.2994607337
"77","10022922B69082959012584",360819.979423971
"78","10022922B69129581267436",143197.859132472
"79","10022922B70120442307447",73757.1486416789
"80","10022922B70385192089273",52363.6439594595
"81","10022922B7074189327891",110680.379648452
"82","10022922B70813515121555",226705.867002452
"83","10022922B71585303896889",157771.903213054
"84","10022922B72475763343132",25105.8653837242
"85","10022922B72540367204165",107462.395455891
"86","10022922B72547257848133",106796.267506674
