"","shapeID","adm_pop"
"1","17698898B10243065088514",30476.2792790478
"2","17698898B10294811949528",22832.2474834074
"3","17698898B10413991082827",18424.7106968429
"4","17698898B10542195200094",18562.0919503702
"5","17698898B10543334848024",126891.423596564
"6","17698898B10658108836681",36492.8891446284
"7","17698898B10808081288517",59039.7112376693
"8","17698898B10942587519321",17919.2169406414
"9","17698898B11614254206376",38976.2543087659
"10","17698898B11646874618159",73728.4746709149
"11","17698898B11775537329403",30521.4915241913
"12","17698898B11793530317199",25599.670676589
"13","17698898B12331044799427",16764.117672205
"14","17698898B12348234721190",94452.4834349752
"15","17698898B12487072568653",17157.8120293705
"16","17698898B12488155068203",19290.8851003551
"17","17698898B12728543796406",17809.5513048382
"18","17698898B12847742424468",73495.7178746862
"19","17698898B12916528031123",22577.2918182214
"20","17698898B12921472973415",52361.7961279347
"21","17698898B13238252869015",24575.0299470739
"22","17698898B13286214983571",23087.2353377993
"23","17698898B13673571865374",58912.3557478892
"24","17698898B13684385115275",36778.9133725441
"25","17698898B1377495574710",28662.5619537301
"26","17698898B13869186183429",17019.7669729984
"27","17698898B14177024461677",44875.5134592851
"28","17698898B14674073600616",44646.9594009323
"29","17698898B14779938213850",64245.0009354601
"30","17698898B15040398145446",48601.165756464
"31","17698898B15363372694269",23727.78122437
"32","17698898B15834343688253",46635.9862687985
"33","17698898B15836335276490",157517.355331738
"34","17698898B15919803433958",37728.5368237335
"35","17698898B16169279194462",17868.3711252444
"36","17698898B16178473007687",58356.0213166217
"37","17698898B16660327351788",13801.4911436924
"38","17698898B167183806480",81912.2869306233
"39","17698898B16828551038730",7101.82815470934
"40","17698898B16843161206497",23041.4687332396
"41","17698898B17027001788279",50751.403995045
"42","17698898B17227259683371",44760.0218481943
"43","17698898B17409379319517",23392.2604782879
"44","17698898B17817856005515",23066.1902446747
"45","17698898B18193137102003",74637.7909333494
"46","17698898B18601855151181",41724.7287666798
"47","17698898B19581778816483",12368.9707828196
"48","17698898B19619181561833",15362.9798731315
"49","17698898B19883224301342",34182.4270377159
"50","17698898B20052578515720",28255.0048997038
