"","shapeID","adm_pop"
"1","10022922B10293113814705",93332.809644767
"2","10022922B10629043557873",101916.375728701
"3","10022922B11040894453097",110263.624163
"4","10022922B11101019287712",16171.7795727798
"5","10022922B11162683268422",148942.060534822
"6","10022922B12403701465046",151735.667587161
"7","10022922B1306198900476",119391.229342315
"8","10022922B13687813160362",231616.285298925
"9","10022922B13687974105922",180545.223393016
"10","10022922B15279482214677",174842.647629518
"11","10022922B15285270155057",204344.53306452
"12","10022922B16213196407560",142551.775186165
"13","10022922B21478747844721",49546.3667962485
"14","10022922B21608854890468",58415.8956516777
"15","10022922B22775533170221",93045.3336832998
"16","10022922B23434626058692",201458.149245681
"17","10022922B23923498940873",62965.5910580704
"18","10022922B25342620887316",11749.7002999879
"19","10022922B2580716977723",56157.659826247
"20","10022922B27026898293410",15918.0144115537
"21","10022922B29824664852903",67906.6171998672
"22","10022922B29889196912325",96214.3476360873
"23","10022922B29911348985828",164887.144152223
"24","10022922B30377745880071",18315.9970747741
"25","10022922B31178585124685",130175.347661453
"26","10022922B31790128040616",130390.593778468
"27","10022922B32579750162608",132442.100256367
"28","10022922B32937301443957",22372.5963933336
"29","10022922B3330352702203",112871.266282792
"30","10022922B34339999190032",42187.9486747597
"31","10022922B34392392155891",196224.453008221
"32","10022922B36331574429859",18442.6129780022
"33","10022922B36895306051586",215545.030015078
"34","10022922B38771191417556",42576.7219779831
"35","10022922B38821373259374",12994.5068185857
"36","10022922B39439372576611",296051.910848431
"37","10022922B39697778193382",35547.0638851537
"38","10022922B40357207342555",133633.726654892
"39","10022922B40533998311047",28466.4308002645
"40","10022922B42807663031303",198097.518092786
"41","10022922B42847936410668",27115.0512692187
"42","10022922B47245353926014",102283.676127276
"43","10022922B48021466276127",15657.2408116323
"44","10022922B49716742274905",49592.4956656374
"45","10022922B50417492685621",29303.2133701866
"46","10022922B50774823120221",178778.187404343
"47","10022922B51504984909978",82872.2382991644
"48","10022922B52512193010711",192630.625394614
"49","10022922B52521872200932",102194.781243547
"50","10022922B52736847594449",264990.877858658
"51","10022922B53755400100934",39246.3989883773
"52","10022922B54073545298219",133589.509783826
"53","10022922B54557741887580",88528.22973086
"54","10022922B54995100782210",62087.3094377594
"55","10022922B55197674782137",76179.5906760533
"56","10022922B55539380638871",263965.572976754
"57","10022922B56031688474611",84192.8662451639
"58","10022922B56427545477040",88101.4074269067
"59","10022922B56468572037030",80690.1962219427
"60","10022922B57896428715958",27739.8565349122
"61","10022922B59098628147577",14125.5555370335
"62","10022922B59270450060951",37379.8543831203
"63","10022922B59328070281510",125504.760207762
"64","10022922B59412081262724",111467.142026112
"65","10022922B6018255004858",100199.785290671
"66","10022922B60996293868186",57426.4523572097
"67","10022922B61088153240222",132429.368851448
"68","10022922B61824869015313",82006.2470671322
"69","10022922B63046975451138",50378.5162233332
"70","10022922B63491232053463",141739.706043391
"71","10022922B63714971659336",38012.0292119941
"72","10022922B64856352127888",64187.4549799837
"73","10022922B65379850816186",392764.208421383
"74","10022922B6580820782603",94174.9509609372
"75","10022922B66036521727834",22329.246953324
"76","10022922B67140219559440",38900.7125588975
"77","10022922B69082959012584",332986.047649977
"78","10022922B69129581267436",121352.386259645
"79","10022922B70120442307447",49476.2014609855
"80","10022922B70385192089273",38815.8580562269
"81","10022922B7074189327891",65917.7872226937
"82","10022922B70813515121555",163584.366417971
"83","10022922B71585303896889",139180.690271729
"84","10022922B72475763343132",16395.9728117138
"85","10022922B72540367204165",94757.4272451473
"86","10022922B72547257848133",88127.5191995003
"87","10022922B7387017022835",100327.448593915
"88","10022922B74242760889111",143903.634964071
"89","10022922B74688195218658",150923.145151787
"90","10022922B7475622417535",224304.697721259
"91","10022922B75046296685916",145615.912728724
"92","10022922B75767771564463",227874.560015324
"93","10022922B77517626674469",26560.1260300049
"94","10022922B77596397547877",87712.0299317328
"95","10022922B78580830473532",196022.038920733
"96","10022922B79548799707119",148587.057643598
"97","10022922B79563685419763",158599.359140858
"98","10022922B80147144228565",225825.378416242
"99","10022922B80317071360034",149137.330778945
"100","10022922B81120329184352",66415.8883855251
"101","10022922B82658288648411",197626.613906508
"102","10022922B82805843876956",124427.356552582
"103","10022922B83460232588272",21936.0842453174
"104","10022922B83786714905046",34762.6053412966
"105","10022922B85658862424992",181491.493392315
"106","10022922B85703559853082",69346.2559404542
"107","10022922B86038713071830",72083.2066745673
"108","10022922B90393204210047",200240.649957527
"109","10022922B91378939255033",22067.7563338651
"110","10022922B91714644312966",66376.3812249051
"111","10022922B92224420422748",221092.610770751
"112","10022922B93003724204974",17642.6970442194
"113","10022922B9355726550011",163325.618514419
"114","10022922B95964642483948",42244.5517642627
"115","10022922B96360954496738",84543.927668493
"116","10022922B97289291498871",93754.3973471885
"117","10022922B97539486376385",32736.9321336698
"118","10022922B99194691228489",251984.923428192
"119","10022922B99940912082943",591807.300951791
