"","ADM2_id","total_exposure_days","total_population","total_person_day_exposure","log_total_person_day_exposure"
"1","10022922B29824664852903",1,38394.1566104834,38394.1566104834,10.5556605553946
"2","10022922B34339999190032",1,26036.6621582919,26036.6621582919,10.1672609067814
"3","10022922B51504984909978",1,60907.228011219,60907.228011219,11.0171071332106
"4","10022922B60996293868186",1,34796.0037605895,34796.0037605895,10.4572578247028
"5","10022922B7387017022835",1,62653.4492056753,62653.4492056753,11.0453740139672
"6","10022922B77517626674469",1,20688.0533282774,20688.0533282774,9.93731167874794
"7","10022922B83460232588272",1,10840.0167647586,10840.0167647586,9.29099982155689
"8","10022922B91378939255033",1,12621.8288079835,12621.8288079835,9.44318303906564
"9","14151628B20319301670654",1,14168.8182507342,14168.8182507342,9.55879893123474
"10","14151628B28251361437248",1,6310.08374521354,6310.08374521354,8.74990422727184
"11","14151628B39642918357252",1,88813.9378637584,88813.9378637584,11.3942988745889
"12","14151628B48978228339800",1,43823.3830505251,43823.3830505251,10.6879228135132
"13","14151628B53541640625043",1,31045.8778490547,31045.8778490547,10.3432213200639
"14","14151628B53702400461405",1,43491.4911844937,43491.4911844937,10.6803205929895
"15","14151628B61046117406534",1,7465.21695390733,7465.21695390733,8.91800977236509
"16","14151628B68154180840071",1,12427.3535344743,12427.3535344743,9.42765525230085
"17","14151628B8492423103487",1,93606.4518219456,93606.4518219456,11.4468545898118
"18","14151628B95966095088914",1,32454.6046176003,32454.6046176003,10.387597610913
"19","14151628B98370545668292",1,181282.397774418,181282.397774418,12.1078113030853
"20","16705992B23463827258150",1,242067.001269233,242067.001269233,12.3969698315677
"21","16705992B34517682786426",1,1189188.35158386,1189188.35158386,13.9887815748881
"22","16705992B94200136889214",1,4105140.89711414,4105140.89711414,15.2277506235718
"23","17275852B10013747765987",1,459423.677068582,459423.677068582,13.0377281070222
"24","17275852B1065790622928",1,341795.646131052,341795.646131052,12.7419683115224
"25","17275852B12258272370747",2,308249.559030367,616499.118060734,13.3318121710271
"26","17275852B13333769593378",1,171771.333322468,171771.333322468,12.0539194138555
"27","17275852B15408627611583",1,351152.65671273,351152.65671273,12.7689763273075
"28","17275852B1643752484532",1,585761.088995952,585761.088995952,13.2806672874686
"29","17275852B16521843045020",2,903263.186477732,1806526.37295546,14.4069164283869
"30","17275852B19079798784363",1,225642.981655918,225642.981655918,12.3267093019836
"31","17275852B2067645637252",1,268835.1828641,268835.1828641,12.5018537676973
"32","17275852B21842931785294",2,786547.634826055,1573095.26965211,14.2685557457831
"33","17275852B2295538790743",2,639162.613089268,1278325.22617854,14.0610613621228
"34","17275852B25965384817686",1,610174.831761759,610174.831761759,13.3215008045304
"35","17275852B27877276340012",2,767304.543211547,1534609.08642309,14.243786239745
"36","17275852B282910546940",1,298886.765456468,298886.765456468,12.6078200697958
"37","17275852B29164896560898",1,414897.482924882,414897.482924882,12.9357867395995
"38","17275852B29214488763632",1,297278.939175529,297278.939175529,12.6024261661659
"39","17275852B31711539663260",1,132473.229750998,132473.229750998,11.7941358643806
"40","17275852B33382458843189",1,927713.0112783,927713.0112783,13.7404777088511
"41","17275852B34966799109471",2,NA,NA,NA
"42","17275852B35175722210772",1,49232.0938408425,49232.0938408425,10.8043010036545
