"","ADM2_id","total_exposure_days","total_population","total_person_day_exposure","log_total_person_day_exposure"
"1","14151628B20319301670654",1,15236.3138548957,15236.3138548957,9.6314369269463
"2","14151628B28251361437248",1,7588.11367357744,7588.11367357744,8.9343383116461
"3","14151628B39642918357252",1,98048.0512425177,98048.0512425177,11.4932129562869
"4","14151628B42533076410957",1,82233.13405958,82233.13405958,11.3173135905742
"5","14151628B48978228339800",1,52706.4732327473,52706.4732327473,10.8724935587272
"6","14151628B53541640625043",1,31476.8004713266,31476.8004713266,10.3570060604958
"7","14151628B53702400461405",2,49021.8976867777,98043.7953735554,11.4931695493933
"8","14151628B59272471160482",1,14923.8999998367,14923.8999998367,9.6107192336912
"9","14151628B61046117406534",1,8486.92042241569,8486.92042241569,9.04628148351659
"10","14151628B68154180840071",1,15142.7884557692,15142.7884557692,9.62527968808883
"11","14151628B8492423103487",1,123614.167798248,123614.167798248,11.7249204436361
"12","14151628B98370545668292",1,208499.07932912,208499.07932912,12.2476899045236
"13","14789045B1081275636897",1,8870.39643333081,8870.39643333081,9.09047476802877
"14","14789045B1558360713921",1,6694.96137108956,6694.96137108956,8.80911048829377
"15","14789045B25849746907404",1,21686.0959529503,21686.0959529503,9.9844265946719
"16","14789045B36010441751176",2,8642.73270883415,17285.4654176683,9.75762127809495
"17","14789045B57856207537526",2,4181.81007083836,8363.62014167672,9.0316466436488
"18","14789045B59370140697229",1,13420.1458613704,13420.1458613704,9.50451227942118
"19","14789045B63599255468551",1,6035.98902976248,6035.98902976248,8.70549500241798
"20","14789045B73389269548404",1,8622.49079131669,8622.49079131669,9.06212927682744
"21","14789045B75407950785126",1,2277.03147095116,2277.03147095116,7.73062788720282
"22","14789045B80217512950075",1,7589.39532668415,7589.39532668415,8.93450720011255
"23","14789045B8861726414707",1,5212.29177332737,5212.29177332737,8.55877491774604
"24","14789045B92198168751109",1,13994.3498568775,13994.3498568775,9.5464089454848
"25","17275852B10013747765987",1,621968.863688487,621968.863688487,13.3406453120897
"26","17275852B11386974868733",1,778743.955680182,778743.955680182,13.5654375874873
"27","17275852B12258272370747",4,428234.431666113,1712937.72666445,14.353720423268
"28","17275852B15995572811192",1,352661.763529205,352661.763529205,12.7732646995993
"29","17275852B1643752484532",4,775543.409052655,3102173.63621062,14.9476135967196
"30","17275852B16521843045020",2,1126634.87018726,2253269.74037452,14.6278929372255
"31","17275852B17333277010720",1,734660.99599357,734660.99599357,13.507164441855
"32","17275852B17608034678944",1,771571.337154459,771571.337154459,13.5561844120382
"33","17275852B17785585955827",2,416528.742987277,833057.485974554,13.6328579295416
"34","17275852B1821978982236",1,130245.365328647,130245.365328647,11.7771753760931
"35","17275852B19079798784363",2,283014.217754813,566028.435509626,13.2463995953397
"36","17275852B19348529307540",2,777362.772107488,1554725.54421498,14.2568095891206
"37","17275852B19868960828514",2,839529.36310542,1679058.72621084,14.3337439123455
"38","17275852B2067645637252",1,486078.803204897,486078.803204897,13.0941260362504
"39","17275852B21842931785294",3,1170776.53136936,3512329.59410808,15.0717900773144
"40","17275852B24445486288332",1,349062.399802138,349062.399802138,12.7630059811971
"41","17275852B25965384817686",2,1072860.84452449,2145721.68904898,14.5789865055281
"42","17275852B26690160376255",2,1230900.10584652,2461800.21169304,14.7164034336495
"43","17275852B2770952645956",1,251271.938635329,251271.938635329,12.434291052495
"44","17275852B27877276340012",3,1466111.82315413,4398335.46946239,15.2967367249192
"45","17275852B282910546940",3,483751.593290286,1451254.77987086,14.1879391056121
"46","17275852B29214488763632",3,351355.72371445,1054067.17114335,13.8681667357903
"47","17275852B29929254137559",1,331060.34383622,331060.34383622,12.7100559454055
"48","17275852B30419994709301",3,1269437.61143437,3808312.83430311,15.1526968233844
"49","17275852B30975390905787",2,104878.847067276,209757.694134552,12.2537083060622
"50","17275852B33382458843189",1,2537817.31862991,2537817.31862991,14.7468149461907
"51","17275852B34914005005648",1,984603.22557053,984603.22557053,13.7999940223221
"52","17275852B34966799109471",3,NA,NA,NA
"53","17275852B35175722210772",1,54880.0801728896,54880.0801728896,10.912905723275
"54","17275852B35416849225692",3,1092133.81664621,3276401.44993863,15.0022562591637
"55","17275852B36427803126994",1,1254954.41967296,1254954.41967296,14.0426098109028
"56","17275852B36456254412660",1,262184.223000687,262184.223000687,12.4768026768793
"57","17275852B37419515135684",1,417057.96917403,417057.96917403,12.9409805059251
"58","17275852B37976290279083",2,866150.127402802,1732300.2548056,14.3649607103579
"59","17275852B38331625545684",1,195319.836308701,195319.836308701,12.182393680108
"60","17275852B38338809131920",1,944721.414285683,944721.414285683,13.7586453633162
"61","17275852B38552083710936",1,302039.503541116,302039.503541116,12.6183130942301
"62","17275852B38709981190197",1,244392.372413176,244392.372413176,12.4065302963538
"63","17275852B38939963469829",1,808939.891184216,808939.891184216,13.6034798931371
"64","17275852B38988280096574",1,3752446.85929826,3752446.85929826,15.1379186809766
"65","17275852B39380894050966",2,1471876.23437168,2943752.46874336,14.8951956753854
"66","17275852B40485497211548",1,476291.805504104,476291.805504104,13.0737859821566
"67","17275852B40827597599959",1,338051.626587624,338051.626587624,12.7309539041849
"68","17275852B41190306193582",1,462876.183975345,462876.183975345,13.0452148760854
"69","17275852B42238111310042",1,504094.447826504,504094.447826504,13.1305189259781
"70","17275852B42599245130625",1,383886.645930421,383886.645930421,12.8581025951023
"71","17275852B42704411692482",1,930024.754692422,930024.754692422,13.742966482724
"72","17275852B44304898110438",2,581751.94520145,1163503.8904029,13.9669466054257
"73","17275852B44953136813001",1,207672.368881803,207672.368881803,12.2437169672244
"74","17275852B45805035523406",2,802633.844748675,1605267.68949735,14.2888010853728
"75","17275852B46978756476047",1,244182.360970172,244182.360970172,12.4056706061505
"76","17275852B47086513907411",2,323787.6959405,647575.391881,13.3809905011152
"77","17275852B47587357578303",4,421212.133611886,1684848.53444754,14.3371862271926
"78","17275852B47611300766307",2,639988.648927922,1279977.29785584,14.0623528996884
"79","17275852B47839165615513",1,16854.3317944544,16854.3317944544,9.73236298253074
"80","17275852B50490784073671",1,878392.43063388,878392.43063388,13.6858487324802
"81","17275852B50589627480209",1,456579.69676421,456579.69676421,13.0315185459574
"82","17275852B52216203262250",1,271450.860067585,271450.860067585,12.5115364077485
"83","17275852B52304964201578",1,408813.500502137,408813.500502137,12.921014342038
"84","17275852B52554899928467",1,573246.318439058,573246.318439058,13.2590707784388
"85","17275852B53008264931106",1,189362.4761361,189362.4761361,12.1514183204443
"86","17275852B53915190353866",2,1285859.53911482,2571719.07822964,14.760085135291
"87","17275852B54668809399872",1,1124845.0895087,1124845.0895087,13.9331558859249
"88","17275852B5503806020979",2,377408.693664935,754817.38732987,13.5342311278894
"89","17275852B56120808638546",3,271089.787254426,813269.361763278,13.6088176519382
"90","17275852B5638517994669",1,680821.361335952,680821.361335952,13.4310552325645
"91","17275852B58186217435722",1,2003022.30086941,2003022.30086941,14.5101677483201
"92","17275852B58322219662995",2,1170476.95915535,2340953.9183107,14.6660690616619
"93","17275852B59014028549632",2,993425.506167173,1986851.01233435,14.502061537512
"94","17275852B59747399545028",1,333701.687474591,333701.687474591,12.7180027215879
"95","17275852B60182527489554",4,223161.468437266,892645.873749064,13.701945223257
"96","17275852B60758311941437",1,521342.165495399,521342.165495399,13.1641618527631
"97","17275852B64916188375107",4,809392.678787303,3237570.71514921,14.9903338272685
"98","17275852B66204891178522",1,2792270.70931631,2792270.70931631,14.8423656970884
"99","17275852B66252943806207",1,1309310.03985009,1309310.03985009,14.0850108692916
"100","17275852B66356980534214",1,788633.54053014,788633.54053014,13.5780570312612
"101","17275852B67003966243436",3,1155431.27837959,3466293.83513877,15.0585965221037
"102","17275852B67980375579506",1,791331.96088999,791331.96088999,13.5814728311392
"103","17275852B68859127780148",3,511260.622804351,1533781.86841305,14.2432470528928
"104","17275852B6984922207713",1,527998.726303778,527998.726303778,13.176849150382
"105","17275852B70258266780305",1,816965.487506024,816965.487506024,13.6133521299952
"106","17275852B70320302334749",1,137336.354985634,137336.354985634,11.8301883417441
"107","17275852B71635948673445",1,361263.36398608,361263.36398608,12.7973625114576
"108","17275852B71641756163868",1,424979.751152365,424979.751152365,12.9597968024241
"109","17275852B72819681774342",1,304103.135404163,304103.135404163,12.6251221840502
"110","17275852B7296923051238",2,804932.180977765,1609864.36195553,14.2916604861791
"111","17275852B74040811495822",2,685880.900848169,1371761.80169634,14.1316064582714
"112","17275852B75559495982426",1,310722.163214868,310722.163214868,12.6466544260037
"113","17275852B75763620561947",4,689171.544265218,2756686.17706087,14.8295398558379
"114","17275852B75960028918134",1,214230.107698107,214230.107698107,12.274805985933
"115","17275852B75995678778305",1,1046245.78276182,1046245.78276182,13.8607188699646
"116","17275852B78001466735071",1,665041.299524015,665041.299524015,13.407604422257
"117","17275852B78810548183227",1,253814.320789102,253814.320789102,12.4443582581595
"118","17275852B78973254528560",1,466215.621061407,466215.621061407,13.0524035122327
"119","17275852B79176055066883",1,851448.2127367,851448.2127367,13.6546939583706
"120","17275852B7979903099841",1,442960.330683861,442960.330683861,13.0012354980287
"121","17275852B80309702523612",1,207504.57812355,207504.57812355,12.2429086816555
"122","17275852B81259275775371",1,1386617.88492537,1386617.88492537,14.1423781638102
"123","17275852B82960244806798",1,214717.301093972,214717.301093972,12.2770775632657
"124","17275852B8306530590796",1,191787.775733465,191787.775733465,12.1641447049554
"125","17275852B8366925268148",1,240345.593413974,240345.593413974,12.3898331391161
"126","17275852B83740928033028",2,164198.54876621,328397.09753242,12.7019788183131
"127","17275852B84693836922329",3,631267.395638888,1893802.18691666,14.4540971053079
"128","17275852B85236269968714",1,332844.405382025,332844.405382025,12.7154304086617
"129","17275852B85583949591367",1,241464.11989863,241464.11989863,12.3944761691886
"130","17275852B8583677209878",1,540041.880483176,540041.880483176,13.1994019719834
"131","17275852B85962848339274",3,654165.894674572,1962497.68402372,14.4897285485227
"132","17275852B86000242921086",2,520591.855854836,1041183.71170967,13.8558688082131
"133","17275852B86267588373141",4,395726.282695459,1582905.13078184,14.2747724070495
"134","17275852B86431238150342",1,461006.069177887,461006.069177887,13.041166487137
"135","17275852B87782309196497",1,462673.850422565,462673.850422565,13.0447776581102
"136","17275852B8790559451208",1,726632.144637228,726632.144637228,13.4961756375887
"137","17275852B87965925400106",1,101235.978062419,101235.978062419,11.525209487106
"138","17275852B88042861362346",1,190635.004387127,190635.004387127,12.1581159069975
"139","17275852B88884426413746",1,731865.23945003,731865.23945003,13.5033516768831
"140","17275852B8916413772662",1,217360.064197299,217360.064197299,12.2893105394503
"141","17275852B89468905887192",2,830191.759197371,1660383.51839474,14.3225591688258
"142","17275852B90289163541326",1,154695.557153692,154695.557153692,11.9492143170388
"143","17275852B90337226463204",2,298302.14943471,596604.29886942,13.299009356651
"144","17275852B90470795224142",2,736659.643534696,1473319.28706939,14.203028431677
"145","17275852B92305935351425",3,278673.412247312,836020.236741936,13.636408098403
"146","17275852B93697739867414",4,358083.607214197,1432334.42885679,14.174816138941
"147","17275852B93743910489906",1,361840.514141028,361840.514141028,12.7989588250578
"148","17275852B94869101817355",2,1075183.49272906,2150366.98545812,14.5811490764486
"149","17275852B95277244028777",5,1286989.02662403,6434945.13312015,15.6772538726544
"150","17275852B95583475247133",3,1358189.60104266,4074568.80312798,15.220275483875
"151","17275852B95816601250462",1,168792.165734309,168792.165734309,12.0364234485403
"152","17275852B98891327369808",1,334714.629393983,334714.629393983,12.7210335952194
"153","17275852B99125708243995",1,461709.776769289,461709.776769289,13.0426917838596
"154","22064153B10066515375089",2,128229.873544792,256459.747089584,12.4547269998533
"155","22064153B10136144710667",1,258844.527619669,258844.527619669,12.4639828809811
"156","22064153B10198647455889",3,10298.7569888698,30896.2709666094,10.3383907749111
"157","22064153B10207741545348",1,188481.884048187,188481.884048187,12.1467571754066
"158","22064153B10464594987148",3,61169.2085635688,183507.625690706,12.1200115025109
"159","22064153B10472046376966",4,22164.5652120825,88658.26084833,11.3925444921392
"160","22064153B1052554637005",1,157322.516268511,157322.516268511,11.9660532210054
"161","22064153B10573216765784",3,43632.2005732637,130896.601719791,11.7821629906732
"162","22064153B10908081440803",2,6536.82881654004,13073.6576330801,9.4783546169765
"163","22064153B11163200356",4,5987.78854500303,23951.1541800121,10.0837717929101
"164","22064153B11166704859619",1,21988.5213235375,21988.5213235375,9.99827583815635
"165","22064153B11283862904746",3,26658.2441852254,79974.7325556762,11.289466020713
"166","22064153B11294111383773",1,50231.3186871423,50231.3186871423,10.8243939893786
"167","22064153B11370403812277",1,379005.763791541,379005.763791541,12.8453066918422
"168","22064153B11384904576552",1,143905.495540638,143905.495540638,11.8769120821437
"169","22064153B11629940757392",2,2769.66206454505,5539.3241290901,8.61962777393974
"170","22064153B11731771091880",3,31283.0717798782,93849.2153396346,11.4494446811873
"171","22064153B11870363925687",1,6968.20155585174,6968.20155585174,8.8491124440399
"172","22064153B11925080577501",2,39840.5863690582,79681.1727381164,11.285788610249
"173","22064153B12172811493606",3,6132.51978342114,18397.5593502634,9.81997329079166
"174","22064153B12345861604897",1,72872.9344416116,72872.9344416116,11.1964725793967
"175","22064153B1240967535924",2,4639.65392924942,9279.30785849884,9.13554223878522
"176","22064153B12662900476516",2,30653.3820055766,61306.7640111532,11.0236454585964
"177","22064153B12861375372699",2,18173.636219879,36347.272439758,10.5008744441011
"178","22064153B12869480434443",1,23600.4450140795,23600.4450140795,10.0690208473647
"179","22064153B12892312696752",3,12501.2997782037,37503.8993346111,10.532200188809
"180","22064153B12953099652868",2,54093.2545187203,108186.509037441,11.5916119521996
"181","22064153B12979096179166",1,51205.1036207886,51205.1036207886,10.8435944861534
"182","22064153B13026846490953",3,4236.62983854621,12709.8895156386,9.45013567143436
"183","22064153B13144997370504",1,252126.540867137,252126.540867137,12.4376863867585
"184","22064153B1320154413470",3,13341.3405330255,40024.0215990765,10.597235092821
