"","ADM2_id","exposure_days","total_population","region","person_day_exposure","pop_wt_grdi","country"
"58","35162164B19135592413232",1,11329.4450896743,"Americas",11329.4450896743,26.8024146170169,"Jamaica"
"59","35162164B19249083063273",1,13354.9095724593,"Americas",13354.9095724593,33.1372249606981,"Jamaica"
"60","35162164B19864553701402",1,2306.03750454873,"Americas",2306.03750454873,34.3729197166673,"Jamaica"
"61","35162164B20234037216973",1,289.812354598865,"Americas",289.812354598865,29.2973379170425,"Jamaica"
"62","35162164B2046013509646",1,1135.69979244765,"Americas",1135.69979244765,67.9625546395688,"Jamaica"
"63","35162164B20700175666909",1,6406.67146685869,"Americas",6406.67146685869,51.8530255821531,"Jamaica"
"64","35162164B21733796859397",1,5707.30686142214,"Americas",5707.30686142214,47.2909290580652,"Jamaica"
"65","35162164B22116826076314",1,14656.0078370519,"Americas",14656.0078370519,39.5078076936244,"Jamaica"
"66","35162164B22512399474750",1,3400.69642753294,"Americas",3400.69642753294,63.2970219824707,"Jamaica"
"67","35162164B22597873563843",1,8440.97627319582,"Americas",8440.97627319582,34.0261674613795,"Jamaica"
"68","35162164B22687194999862",1,1879.92051680542,"Americas",1879.92051680542,47.1185706901483,"Jamaica"
"69","35162164B23409895494057",1,2175.43677851096,"Americas",2175.43677851096,60.5838916633336,"Jamaica"
"70","35162164B23546425595788",1,2912.98364812892,"Americas",2912.98364812892,45.0316873730387,"Jamaica"
"71","35162164B23827394250317",1,1486.8772131088,"Americas",1486.8772131088,63.365473350579,"Jamaica"
"72","35162164B23982900579398",1,1755.2966990963,"Americas",1755.2966990963,29.8628547808678,"Jamaica"
"73","35162164B2401593792892",1,207.424240643382,"Americas",207.424240643382,17.6627288909849,"Jamaica"
"74","35162164B25229657984831",1,21511.7155510594,"Americas",21511.7155510594,41.4313619200784,"Jamaica"
"75","35162164B25602656335961",1,794.342416758612,"Americas",794.342416758612,57.94599559456,"Jamaica"
"76","35162164B25767436951669",1,1666.9420984995,"Americas",1666.9420984995,51.7943584851254,"Jamaica"
"77","35162164B25826046843734",1,9907.09833259009,"Americas",9907.09833259009,13.807606140771,"Jamaica"
"78","35162164B26726208247039",1,1035.09418706056,"Americas",1035.09418706056,44.7788305572177,"Jamaica"
"79","35162164B26843037379141",1,2226.09672155345,"Americas",2226.09672155345,48.0985657490685,"Jamaica"
"80","35162164B27091090727362",1,4256.55326199312,"Americas",4256.55326199312,54.9232735147843,"Jamaica"
"81","35162164B27449427829131",1,869.390218674541,"Americas",869.390218674541,50.0071380795718,"Jamaica"
"82","35162164B29744490152199",1,823.049843270704,"Americas",823.049843270704,50.36209023491,"Jamaica"
"83","35162164B29805961991353",1,1889.27203854367,"Americas",1889.27203854367,47.5280234637366,"Jamaica"
"84","35162164B30247748644856",1,598.414570879266,"Americas",598.414570879266,41.2129392600723,"Jamaica"
"85","35162164B30968954703154",1,4858.62324799135,"Americas",4858.62324799135,33.1646089236979,"Jamaica"
"86","35162164B31036277734293",1,4498.43431951463,"Americas",4498.43431951463,50.1721517885527,"Jamaica"
"87","35162164B31951026387591",1,1941.76663595196,"Americas",1941.76663595196,64.1706920184153,"Jamaica"
"88","35162164B32476575049647",1,7571.88100816766,"Americas",7571.88100816766,59.2440777560162,"Jamaica"
"89","35162164B32603147707699",1,3207.55092780095,"Americas",3207.55092780095,67.2797859219145,"Jamaica"
"90","35162164B33097387261556",1,3119.52898289561,"Americas",3119.52898289561,39.7891463012976,"Jamaica"
